doi,halId
10.1016/j.addbeh.2019.106049,
10.1016/j.addbeh.2019.106073,
10.1016/j.adhoc.2019.101944,hal-02196320
10.1016/j.admp.2014.10.004,
10.1016/j.admp.2014.10.005,
10.1016/j.admp.2014.10.009,
10.1016/j.admp.2015.04.022,
10.1016/j.admp.2015.06.010,
10.1016/j.admp.2015.09.005,hal-01285135
10.1016/j.admp.2016.03.150,
10.1016/j.admp.2016.03.395,
10.1016/j.admp.2016.03.401,
10.1016/j.admp.2016.03.448,hal-01331986
10.1016/j.admp.2016.04.001,
10.1016/j.admp.2016.05.003,
10.1016/j.admp.2016.06.003,
10.1016/j.admp.2016.10.035,
10.1016/j.admp.2016.11.005,
10.1016/j.admp.2017.01.006,
10.1016/j.admp.2017.02.004,
10.1016/j.admp.2017.07.003,
10.1016/j.admp.2017.10.007,
10.1016/j.admp.2017.12.001,
10.1016/j.admp.2018.03.427,hal-02266149
10.1016/j.admp.2018.03.529,
10.1016/j.admp.2018.03.589,
10.1016/j.admp.2018.08.001,
10.1016/j.admp.2018.08.010,
10.1016/j.admp.2018.10.003,hal-02005262
10.1016/j.admp.2018.11.005,hal-02153436
10.1016/j.admp.2019.03.003,
10.1016/j.admp.2019.10.005,hal-02470500
10.1016/j.adolescence.2019.06.007,
10.1016/j.advengsoft.2018.02.011,hal-01950634
10.1016/j.advengsoft.2018.11.012,hal-02381883
10.1016/j.advengsoft.2019.03.001,hal-02381885
10.1016/j.advwatres.2015.01.001,hal-01806250
10.1016/j.advwatres.2018.02.001,hal-01729631
10.1016/j.aeaoa.2018.100003,
10.1016/j.aeaoa.2019.100010,insu-01991752
10.1016/j.aeaoa.2019.100032,
10.1016/j.aeaoa.2019.100038,insu-02158416
10.1016/j.aeolia.2015.01.001,hal-01114309
10.1016/j.aeolia.2016.11.001,insu-01412905
10.1016/j.aeolia.2017.03.003,
10.1016/j.aeolia.2017.07.001,insu-01575101
10.1016/j.aforl.2014.10.012,
10.1016/j.aforl.2014.12.002,
10.1016/j.aforl.2015.02.002,
10.1016/j.aforl.2015.04.013,
10.1016/j.aforl.2017.06.008,
10.1016/j.agee.2016.04.017,hal-01587329
10.1016/j.agee.2016.12.004,hal-01686523
10.1016/j.agee.2018.09.005,hal-02887127
10.1016/j.agee.2019.106582,hal-02377281
10.1016/j.agee.2019.106588,cea-02610579
10.1016/j.agrformet.2015.02.005,hal-01806201
10.1016/j.agrformet.2015.11.023,
10.1016/j.agrformet.2016.04.005,hal-02895348
10.1016/j.agrformet.2016.04.009,hal-01586843
10.1016/j.agrformet.2016.06.010,hal-02922368
10.1016/j.agrformet.2016.10.016,hal-01417186
10.1016/j.agrformet.2016.12.004,hal-01584260
10.1016/j.agrformet.2017.11.034,hal-01806816
10.1016/j.agrformet.2018.02.007,
10.1016/j.agrformet.2018.04.020,hal-02900962
10.1016/j.agrformet.2018.06.012,
10.1016/j.agrformet.2018.11.004,
10.1016/j.agrformet.2018.12.008,hal-02899798
10.1016/j.agrformet.2019.05.002,hal-02899454
10.1016/j.agsy.2017.02.010,hal-01806722
10.1016/j.ahj.2015.03.011,
10.1016/j.ahj.2017.01.005,
10.1016/j.ahj.2020.04.017,
10.1016/j.aim.2017.03.004,hal-01628497
10.1016/j.ajem.2020.06.027,
10.1016/j.ajhg.2014.11.009,
10.1016/j.ajhg.2015.05.002,
10.1016/j.ajhg.2016.06.021,
10.1016/j.ajhg.2016.07.017,
10.1016/j.ajhg.2018.09.009,
10.1016/j.ajhg.2018.11.002,
10.1016/j.ajic.2015.01.029,
10.1016/j.ajic.2016.03.035,
10.1016/j.ajic.2019.05.027,
10.1016/j.ajo.2018.05.023,
10.1016/j.ajog.2014.10.1097,
10.1016/j.ajog.2014.10.576,
10.1016/j.ajog.2015.08.061,
10.1016/j.ajog.2016.04.003,hal-02641581
10.1016/j.ajog.2017.12.228,
10.1016/j.ajog.2018.05.031,hal-01987714
10.1016/j.ajog.2018.10.030,
10.1016/j.ajog.2019.03.014,
10.1016/j.ajog.2020.03.003,
10.1016/j.ajpath.2015.10.016,hal-02350500
10.1016/j.alcr.2013.07.002,
10.1016/j.alergo.2017.02.002,
10.1016/j.alter.2015.05.001,
10.1016/j.alter.2015.09.001,
10.1016/j.alter.2015.09.002,
10.1016/j.amc.2015.08.025,
10.1016/j.amcp.2018.03.012,
10.1016/j.amcp.2019.03.001,
10.1016/j.amepre.2015.07.040,hal-01520567
10.1016/j.amepre.2017.05.016,
10.1016/j.amjcard.2014.10.039,
10.1016/j.amjcard.2015.07.045,
10.1016/j.amjcard.2016.01.017,
10.1016/j.amjcard.2018.04.001,
10.1016/j.amjcard.2019.01.022,
10.1016/j.amjcard.2020.06.007,
10.1016/j.amjmed.2015.01.016,
10.1016/j.amjmed.2015.04.011,
10.1016/j.amjmed.2016.05.037,
10.1016/j.amjmed.2016.06.034,
10.1016/j.amjmed.2016.12.001,
10.1016/j.amjmed.2016.12.039,
10.1016/j.amjmed.2017.05.039,
10.1016/j.amjmed.2017.12.005,
10.1016/j.amjoto.2020.102605,
10.1016/j.amjoto.2020.102815,
10.1016/j.amp.2013.09.016,
10.1016/j.amp.2015.04.014,
10.1016/j.amp.2015.09.014,
10.1016/j.amp.2016.01.019,
10.1016/j.amp.2017.01.024,
10.1016/j.amp.2017.05.004,
10.1016/j.amp.2017.06.003,
10.1016/j.amp.2017.07.007,
10.1016/j.amp.2017.08.005,
10.1016/j.amp.2018.07.006,
10.1016/j.amp.2018.10.015,
10.1016/j.amp.2018.12.004,
10.1016/j.anai.2018.07.034,
10.1016/j.anbehav.2016.11.005,
10.1016/j.ancard.2014.09.029,
10.1016/j.ancard.2015.01.009,
10.1016/j.ancard.2016.12.004,
10.1016/j.ancard.2017.03.004,
10.1016/j.ancard.2017.04.015,
10.1016/j.ancene.2015.12.001,hal-01805143
10.1016/j.ancene.2016.01.001,hal-01587372
10.1016/j.ancene.2016.01.004,cea-01265477
10.1016/j.ando.2016.03.001,
10.1016/j.ando.2016.04.024,
10.1016/j.ando.2016.11.001,
10.1016/j.ando.2017.10.005,
10.1016/j.ando.2017.12.001,hal-01724190
10.1016/j.ando.2019.05.003,
10.1016/j.anihpc.2016.12.006,
10.1016/j.annder.2009.11.012,
10.1016/j.annder.2010.08.026,
10.1016/j.annder.2010.12.010,
10.1016/j.annder.2015.10.370,insu-01235159
10.1016/j.annder.2016.02.006,
10.1016/j.annder.2016.02.020,insu-01297070
10.1016/j.annder.2016.02.031,
10.1016/j.annder.2016.03.021,
10.1016/j.annder.2016.09.573,
10.1016/j.annder.2016.09.579,
10.1016/j.annder.2016.10.015,
10.1016/j.annder.2016.11.006,
10.1016/j.annder.2016.12.010,
10.1016/j.annder.2017.06.003,
10.1016/j.annder.2017.06.011,
10.1016/j.annder.2017.06.017,
10.1016/j.annder.2017.10.008,
10.1016/j.annder.2017.10.012,
10.1016/j.annder.2018.04.003,
10.1016/j.annder.2018.09.104,
10.1016/j.annder.2018.09.159,insu-01915608
10.1016/j.annder.2018.09.527,
10.1016/j.annder.2019.01.024,
10.1016/j.annder.2019.09.586,insu-02372152
10.1016/j.annder.2020.01.021,
10.1016/j.annder.2020.05.005,
10.1016/j.annemergmed.2017.09.011,
10.1016/j.annepidem.2015.05.006,hal-02006059
10.1016/j.annepidem.2015.06.002,hal-01166300
10.1016/j.annepidem.2015.08.006,
10.1016/j.annepidem.2016.08.010,
10.1016/j.annepidem.2018.05.004,inserm-02468294
10.1016/j.annepidem.2019.03.008,
10.1016/j.annepidem.2019.03.012,
10.1016/j.annfar.2013.11.005,
10.1016/j.annonc.2020.03.310,
10.1016/j.annonc.2020.06.013,
10.1016/j.annpat.2010.01.001,
10.1016/j.annpat.2010.12.004,
10.1016/j.annpat.2011.10.015,
10.1016/j.annpat.2012.09.005,
10.1016/j.annpat.2014.09.005,
10.1016/j.annpat.2018.10.004,
10.1016/j.annrmp.2007.10.003,
10.1016/j.annrmp.2007.10.004,
10.1016/j.anorl.2014.07.005,
10.1016/j.anorl.2015.05.006,
10.1016/j.anorl.2015.06.003,
10.1016/j.anorl.2015.08.021,
10.1016/j.anorl.2017.12.012,
10.1016/j.anorl.2018.02.001,
10.1016/j.anorl.2020.04.011,
10.1016/j.anorl.2020.07.004,
10.1016/j.anplas.2015.05.003,
10.1016/j.anrea.2015.10.002,
10.1016/j.anrea.2016.09.007,
10.1016/j.anrea.2017.02.002,
10.1016/j.anthro.2015.04.001,hal-01529089
10.1016/j.anthro.2015.07.002,hal-01805245
10.1016/j.anthro.2016.05.004,
10.1016/j.anthro.2016.05.007,
10.1016/j.anthro.2017.03.003,hal-01584143
10.1016/j.anthro.2017.03.006,hal-02425565
10.1016/j.antinf.2016.10.001,
10.1016/j.antiviral.2017.10.012,hal-02627518
10.1016/j.apacoust.2016.03.014,hal-01368779
10.1016/j.apcata.2018.05.017,hal-02335610
10.1016/j.apcatb.2014.09.030,
10.1016/j.apenergy.2017.01.041,
10.1016/j.apergo.2014.08.007,hal-01389316
10.1016/j.apergo.2016.07.019,
10.1016/j.apgeochem.2016.11.003,
10.1016/j.apgeochem.2017.08.006,insu-01578508
10.1016/j.apgeochem.2018.09.003,
10.1016/j.apgeochem.2019.06.005,hal-02393604
10.1016/j.apm.2015.11.016,
10.1016/j.apm.2017.12.026,
10.1016/j.apmr.2014.06.005,
10.1016/j.apmr.2014.11.010,
10.1016/j.apmr.2015.01.009,
10.1016/j.apmr.2015.01.010,
10.1016/j.apmr.2015.10.080,
10.1016/j.apmr.2016.04.025,
10.1016/j.apmr.2016.09.072,hal-02172963
10.1016/j.apmr.2016.12.014,
10.1016/j.apmr.2017.12.018,
10.1016/j.apmr.2018.01.017,
10.1016/j.apmr.2018.12.034,
10.1016/j.apmr.2019.06.012,
10.1016/j.apor.2018.02.026,
10.1016/j.appet.2015.07.021,
10.1016/j.appet.2016.12.005,
10.1016/j.appet.2017.10.013,
10.1016/j.appet.2017.11.108,hal-01754708
10.1016/j.appet.2019.03.028,
10.1016/j.appet.2019.05.036,
10.1016/j.apr.2019.02.004,
10.1016/j.apr.2019.07.008,
10.1016/j.apradiso.2013.11.126,
10.1016/j.aprim.2020.05.005,
10.1016/j.apsusc.2015.03.045,hal-01682978
10.1016/j.apsusc.2015.04.093,
10.1016/j.apsusc.2016.01.175,hal-02070925
10.1016/j.apsusc.2016.03.019,
10.1016/j.apsusc.2016.10.037,
10.1016/j.apsusc.2016.11.125,hal-01512758
10.1016/j.apsusc.2017.03.118,cea-01803833
10.1016/j.apsusc.2017.03.201,hal-02972522
10.1016/j.apsusc.2018.12.173,
10.1016/j.apsusc.2019.143564,hal-02976691
10.1016/j.apsusc.2019.143847,
10.1016/j.arbres.2020.05.024,
10.1016/j.archger.2012.10.006,
10.1016/j.archger.2016.06.002,inserm-01802831
10.1016/j.arcped.2004.01.025,
10.1016/j.arcped.2009.04.013,
10.1016/j.arcped.2014.02.020,
10.1016/j.arcped.2014.03.007,
10.1016/j.arcped.2014.10.017,
10.1016/j.arcped.2015.01.002,
10.1016/j.arcped.2015.01.010,
10.1016/j.arcped.2015.02.001,
10.1016/j.arcped.2015.04.017,
10.1016/j.arcped.2015.07.007,hal-02560862
10.1016/j.arcped.2015.09.029,
10.1016/j.arcped.2016.04.013,
10.1016/j.arcped.2016.06.023,
10.1016/j.arcped.2016.08.007,
10.1016/j.arcped.2016.10.015,
10.1016/j.arcped.2016.12.015,
10.1016/j.arcped.2017.01.015,
10.1016/j.arcped.2017.01.016,
10.1016/j.arcped.2017.08.018,
10.1016/j.arcped.2017.09.012,
10.1016/j.arcped.2017.10.027,
10.1016/j.arcped.2017.12.008,
10.1016/j.arcped.2018.06.008,
10.1016/j.arcped.2019.02.002,
10.1016/j.arcped.2019.02.010,
10.1016/j.arcped.2019.03.006,
10.1016/j.arcped.2019.05.009,
10.1016/j.arcped.2019.05.011,
10.1016/j.arcped.2019.05.015,hal-02291735
10.1016/j.arcped.2019.09.012,
10.1016/j.arr.2017.01.003,
10.1016/j.arthro.2014.11.038,
10.1016/j.arthro.2016.03.013,
10.1016/j.arthro.2016.06.046,
10.1016/j.arthro.2017.03.029,
10.1016/j.arthro.2018.03.007,
10.1016/j.arthro.2019.01.046,
10.1016/j.artmed.2020.101874,
10.1016/j.asr.2015.07.043,insu-01183469
10.1016/j.asr.2015.08.012,insu-01188305
10.1016/j.asr.2016.03.008,hal-01491811
10.1016/j.asr.2016.03.031,insu-01295249
10.1016/j.asr.2016.06.003,insu-01328471
10.1016/j.asr.2016.06.011,
10.1016/j.asr.2017.10.020,insu-01624991
10.1016/j.asr.2017.12.020,insu-01667223
10.1016/j.asr.2018.08.002,insu-01857502
10.1016/j.ast.2018.06.008,
10.1016/j.atherosclerosis.2015.07.039,
10.1016/j.atherosclerosis.2015.09.019,
10.1016/j.atherosclerosis.2017.03.005,hal-01489287
10.1016/j.atherosclerosis.2017.06.269,
10.1016/j.atherosclerosis.2017.12.029,
10.1016/j.atherosclerosis.2018.08.010,
10.1016/j.atherosclerosis.2018.11.037,hal-02898997
10.1016/j.atherosclerosis.2019.04.220,
10.1016/j.atherosclerosis.2019.06.546,
10.1016/j.athoracsur.2019.01.072,
10.1016/j.atmosenv.2014.11.015,hal-01806671
10.1016/j.atmosenv.2015.01.021,hal-01806257
10.1016/j.atmosenv.2015.02.011,hal-01120195
10.1016/j.atmosenv.2015.03.015,hal-01128022
10.1016/j.atmosenv.2015.04.028,insu-01144134
10.1016/j.atmosenv.2015.07.037,
10.1016/j.atmosenv.2015.09.051,
10.1016/j.atmosenv.2015.09.066,
10.1016/j.atmosenv.2015.10.025,hal-01805192
10.1016/j.atmosenv.2015.10.068,hal-01805204
10.1016/j.atmosenv.2016.01.010,
10.1016/j.atmosenv.2016.01.022,hal-01585002
10.1016/j.atmosenv.2016.03.050,insu-01295186
10.1016/j.atmosenv.2016.06.061,hal-01587551
10.1016/j.atmosenv.2016.07.015,hal-02902902
10.1016/j.atmosenv.2016.07.051,hal-01587323
10.1016/j.atmosenv.2016.10.011,
10.1016/j.atmosenv.2017.01.037,hal-01584167
10.1016/j.atmosenv.2017.02.012,
10.1016/j.atmosenv.2017.06.021,
10.1016/j.atmosenv.2017.08.016,insu-01573897
10.1016/j.atmosenv.2017.09.055,hal-02902908
10.1016/j.atmosenv.2017.11.030,
10.1016/j.atmosenv.2017.11.042,hal-02414692
10.1016/j.atmosenv.2017.11.047,hal-01806703
10.1016/j.atmosenv.2018.01.022,
10.1016/j.atmosenv.2018.02.031,hal-01806855
10.1016/j.atmosenv.2018.03.061,
10.1016/j.atmosenv.2018.04.029,hal-02900182
10.1016/j.atmosenv.2018.05.004,hal-02903475
10.1016/j.atmosenv.2018.06.004,
10.1016/j.atmosenv.2018.07.054,
10.1016/j.atmosenv.2018.08.015,
10.1016/j.atmosenv.2018.10.009,insu-01894633
10.1016/j.atmosenv.2018.11.006,hal-02116054
10.1016/j.atmosenv.2019.01.007,hal-02414436
10.1016/j.atmosenv.2019.116855,hal-02352509
10.1016/j.atmosenv.2019.116877,
10.1016/j.atmosenv.2019.116950,
10.1016/j.atmosenv.2019.117055,hal-02335881
10.1016/j.atmosres.2014.03.016,
10.1016/j.atmosres.2014.04.013,
10.1016/j.atmosres.2014.12.013,hal-01121234
10.1016/j.atmosres.2015.04.016,
10.1016/j.atmosres.2015.05.002,
10.1016/j.atmosres.2015.05.011,
10.1016/j.atmosres.2015.12.008,
10.1016/j.atmosres.2016.12.002,
10.1016/j.atmosres.2017.07.027,hal-01657392
10.1016/j.atmosres.2018.04.021,hal-02975907
10.1016/j.atmosres.2018.06.007,
10.1016/j.atmosres.2018.07.001,hal-02324473
10.1016/j.atmosres.2019.03.002,hal-02552748
10.1016/j.autrev.2017.07.003,hal-01563947
10.1016/j.autrev.2017.07.020,
10.1016/j.autrev.2017.10.005,
10.1016/j.autrev.2018.01.024,
10.1016/j.autrev.2019.06.004,
10.1016/j.autrev.2020.102634,
10.1016/j.avsg.2015.07.023,
10.1016/j.avsg.2016.08.013,
10.1016/j.avsg.2016.08.014,
10.1016/j.avsg.2016.09.010,
10.1016/j.avsg.2016.09.011,
10.1016/j.avsg.2018.04.001,
10.1016/j.avsg.2018.06.010,
10.1016/j.avsg.2018.10.047,
10.1016/j.banm.2019.02.007,
10.1016/j.banm.2019.06.005,
10.1016/j.banm.2019.06.011,
10.1016/j.banm.2019.07.011,hal-02433513
10.1016/j.bbadis.2014.03.005,
10.1016/j.bbadis.2015.08.003,
10.1016/j.bbadis.2016.10.027,hal-01464865
10.1016/j.bbadis.2018.05.010,
10.1016/j.bbadis.2020.165722,
10.1016/j.bbalip.2020.158728,
10.1016/j.bbamcr.2015.08.001,hal-02135108
10.1016/j.bbamem.2017.06.004,
10.1016/j.bbi.2019.02.012,hal-02620822
10.1016/j.bbi.2019.06.033,
10.1016/j.bbi.2020.06.032,
10.1016/j.bbr.2015.05.013,hal-02630666
10.1016/j.bbr.2018.04.034,
10.1016/j.bbr.2018.09.018,
10.1016/j.bbr.2018.12.048,
10.1016/j.bbr.2020.112549,
10.1016/j.bbrc.2006.04.076,
10.1016/j.bbrc.2015.07.071,hal-02975551
10.1016/j.bbrc.2015.08.017,
10.1016/j.bbrc.2015.11.049,
10.1016/j.bbrc.2017.03.123,hal-02975504
10.1016/j.bbrc.2019.09.141,
10.1016/j.bbrep.2019.100620,
10.1016/j.beem.2018.10.001,
10.1016/j.beha.2017.02.001,
10.1016/j.berh.2006.03.007,
10.1016/j.berh.2007.11.003,
10.1016/j.berh.2010.05.003,
10.1016/j.berh.2013.04.001,
10.1016/j.berh.2015.05.004,
10.1016/j.berh.2016.10.011,
10.1016/j.berh.2017.09.002,
10.1016/j.berh.2019.04.007,
10.1016/j.berh.2020.101495,
10.1016/j.berh.2020.101512,
10.1016/j.biocel.2009.12.024,
10.1016/j.biochi.2007.02.014,
10.1016/j.biochi.2013.08.012,
10.1016/j.biochi.2015.06.014,
10.1016/j.biochi.2020.07.015,
10.1016/j.biocon.2016.08.005,hal-01587572
10.1016/j.biocon.2018.07.008,
10.1016/j.biocon.2019.03.012,
10.1016/j.biocon.2019.05.021,
10.1016/j.biomaterials.2014.04.007,
10.1016/j.biomaterials.2015.07.046,
10.1016/j.bja.2018.06.029,hal-01868795
10.1016/j.bja.2018.10.058,
10.1016/j.bja.2019.07.029,
10.1016/j.bja.2020.07.058,
10.1016/j.bmcl.2014.12.020,
10.1016/j.bone.2017.12.029,
10.1016/j.bone.2019.115058,
10.1016/j.bone.2020.115681,
10.1016/j.bpa.2019.08.002,hal-02405388
10.1016/j.bpj.2018.07.039,
10.1016/j.bpobgyn.2007.07.002,
10.1016/j.bpobgyn.2018.05.002,
10.1016/j.bpobgyn.2018.06.001,
10.1016/j.brachy.2014.11.014,
10.1016/j.breast.2015.09.006,hal-02558731
10.1016/j.breast.2016.06.010,
10.1016/j.breast.2016.10.024,
10.1016/j.breast.2017.01.012,
10.1016/j.breast.2018.02.030,
10.1016/j.brs.2014.10.006,
10.1016/j.brs.2019.06.027,hal-02528921
10.1016/j.bspc.2017.06.016,hal-01712401
10.1016/j.bspc.2018.02.015,
10.1016/j.btre.2016.04.003,hal-01372578
10.1016/j.buildenv.2014.10.032,
10.1016/j.bulcan.2015.03.013,
10.1016/j.bulcan.2015.09.005,hal-02560864
10.1016/j.bulcan.2015.09.007,hal-01231450
10.1016/j.bulcan.2015.09.010,
10.1016/j.bulcan.2015.12.002,hal-01299745
10.1016/j.bulcan.2016.01.011,
10.1016/j.bulcan.2016.03.010,hal-02559107
10.1016/j.bulcan.2016.03.012,
10.1016/j.bulcan.2016.04.006,hal-02566750
10.1016/j.bulcan.2016.06.005,inserm-01822723
10.1016/j.bulcan.2016.06.007,hal-01371930
10.1016/j.bulcan.2016.10.009,
10.1016/j.bulcan.2016.10.024,
10.1016/j.bulcan.2016.11.013,
10.1016/j.bulcan.2017.01.001,
10.1016/j.bulcan.2017.01.005,hal-02558665
10.1016/j.bulcan.2017.06.016,hal-02560882
10.1016/j.bulcan.2017.10.027,hal-01716070
10.1016/j.bulcan.2018.06.011,
10.1016/j.bulcan.2018.11.008,
10.1016/j.bulcan.2019.01.010,
10.1016/j.bulcan.2019.02.009,
10.1016/j.bulcan.2019.04.009,hal-02932236
10.1016/j.bulcan.2019.05.010,
10.1016/j.bulcan.2019.06.016,
10.1016/j.bulcan.2019.08.009,
10.1016/j.bulcan.2019.08.016,
10.1016/j.bulcan.2020.04.004,
10.1016/j.bulcan.2020.09.004,
10.1016/j.cageo.2017.10.004,hal-01375615
10.1016/j.camwa.2016.08.030,
10.1016/j.camwa.2017.07.017,hal-01349385
10.1016/j.canep.2014.10.008,
10.1016/j.canep.2015.07.003,
10.1016/j.canep.2016.01.002,
10.1016/j.canep.2017.04.001,
10.1016/j.canep.2017.04.014,hal-01525834
10.1016/j.canep.2017.07.003,
10.1016/j.canep.2017.12.015,
10.1016/j.canep.2018.11.009,hal-01980158
10.1016/j.canep.2019.01.005,hal-02020721
10.1016/j.canep.2019.06.008,
10.1016/j.canep.2019.101615,
10.1016/j.canlet.2015.09.015,
10.1016/j.canrad.2014.11.001,
10.1016/j.canrad.2014.11.003,
10.1016/j.canrad.2014.11.006,
10.1016/j.canrad.2014.11.008,
10.1016/j.canrad.2014.11.009,
10.1016/j.canrad.2014.11.010,
10.1016/j.canrad.2014.12.003,
10.1016/j.canrad.2014.12.009,
10.1016/j.canrad.2015.03.003,
10.1016/j.canrad.2015.03.004,
10.1016/j.canrad.2016.05.016,
10.1016/j.canrad.2016.07.071,hal-01418861
10.1016/j.canrad.2016.07.090,
10.1016/j.canrad.2016.11.003,
10.1016/j.canrad.2017.11.005,
10.1016/j.canrad.2017.11.012,
10.1016/j.canrad.2018.06.003,
10.1016/j.canrad.2018.06.015,
10.1016/j.canrad.2018.06.018,
10.1016/j.canrad.2018.06.020,
10.1016/j.canrad.2019.07.131,hal-02280258
10.1016/j.canrad.2019.07.147,
10.1016/j.carbon.2017.01.022,hal-01643027
10.1016/j.carbpol.2017.12.012,
10.1016/j.cardfail.2016.09.005,
10.1016/j.cardfail.2018.03.009,
10.1016/j.cardfail.2020.01.018,
10.1016/j.carpath.2014.07.005,
10.1016/j.catena.2014.10.030,
10.1016/j.catena.2017.02.016,hal-01584148
10.1016/j.catena.2017.09.017,insu-01611865
10.1016/j.cattod.2017.03.027,hal-02336697
10.1016/j.cattod.2018.01.012,
10.1016/j.cca.2011.10.025,
10.1016/j.cca.2012.11.026,
10.1016/j.cca.2014.08.002,
10.1016/j.cca.2019.11.040,
10.1016/j.ccell.2019.11.005,
10.1016/j.ccm.2016.01.005,
10.1016/j.ccm.2016.01.013,
10.1016/j.ccr.2015.08.008,
10.1016/j.cct.2016.01.009,
10.1016/j.cct.2016.06.012,hal-01343387
10.1016/j.cct.2017.12.012,
10.1016/j.cellsig.2017.03.025,
10.1016/j.celrep.2015.04.033,hal-01155371
10.1016/j.celrep.2017.01.021,
10.1016/j.celrep.2018.09.047,
10.1016/j.celrep.2019.01.071,
10.1016/j.ceramint.2014.09.109,
10.1016/j.ceramint.2016.02.123,
10.1016/j.ceramint.2016.12.056,
10.1016/j.cgh.2018.07.030,
10.1016/j.cgh.2019.06.031,
10.1016/j.cgh.2020.01.033,
10.1016/j.chaos.2015.01.016,hal-01126747
10.1016/j.chb.2017.04.009,hal-02456166
10.1016/j.chemgeo.2014.12.011,hal-01806247
10.1016/j.chemgeo.2015.02.039,hal-01249012
10.1016/j.chemgeo.2015.08.017,in2p3-01227308
10.1016/j.chemgeo.2015.08.020,
10.1016/j.chemgeo.2016.03.016,hal-01444009
10.1016/j.chemgeo.2016.06.030,hal-01346251
10.1016/j.chemgeo.2016.08.014,hal-01587557
10.1016/j.chemgeo.2016.12.007,hal-01584172
10.1016/j.chemgeo.2017.03.018,hal-01497960
10.1016/j.chemgeo.2017.08.022,hal-01793207
10.1016/j.chemgeo.2017.09.002,insu-01588347
10.1016/j.chemgeo.2018.02.035,hal-01806786
10.1016/j.chemgeo.2018.05.040,hal-01819333
10.1016/j.chemgeo.2018.09.015,cea-02614701
10.1016/j.chemgeo.2018.11.007,hal-02872806
10.1016/j.chemgeo.2018.11.018,hal-02352550
10.1016/j.chemgeo.2019.03.038,hal-02434889
10.1016/j.chemgeo.2019.06.008,hal-02457973
10.1016/j.chemgeo.2019.08.001,hal-02457924
10.1016/j.chemosphere.2012.01.043,
10.1016/j.chemosphere.2017.11.045,hal-01780804
10.1016/j.chemosphere.2017.12.048,
10.1016/j.chemosphere.2017.12.136,in2p3-01692191
10.1016/j.chemosphere.2018.12.088,hal-01958196
10.1016/j.chemosphere.2019.03.064,hal-02336278
10.1016/j.chemosphere.2019.04.221,insu-02125305
10.1016/j.chemosphere.2019.125195,
10.1016/j.chemphys.2015.01.004,hal-01099974
10.1016/j.chempr.2017.06.007,hal-01868345
10.1016/j.chempr.2019.03.024,hal-02152466
10.1016/j.chest.2018.12.028,
10.1016/j.chest.2019.01.022,
10.1016/j.chest.2019.03.019,
10.1016/j.chest.2019.04.129,
10.1016/j.chest.2019.09.036,
10.1016/j.chest.2020.02.033,
10.1016/j.chest.2020.07.064,
10.1016/j.chroma.2014.09.075,
10.1016/j.chroma.2019.03.064,insu-02106107
10.1016/j.cis.2019.102080,hal-02391706
10.1016/j.clbc.2016.12.013,
10.1016/j.clcc.2015.11.004,hal-01239814
10.1016/j.clgc.2014.11.003,
10.1016/j.clinbiochem.2016.11.008,
10.1016/j.clinbiomech.2008.01.011,
10.1016/j.clinbiomech.2015.02.001,
10.1016/j.clinbiomech.2019.07.022,
10.1016/j.clineuro.2015.01.013,
10.1016/j.clineuro.2016.04.021,hal-02165710
10.1016/j.clinph.2018.08.025,hal-01912763
10.1016/j.clinre.2013.06.010,
10.1016/j.clinre.2015.05.009,
10.1016/j.clinre.2015.09.004,
10.1016/j.clinre.2019.03.007,
10.1016/j.clinthera.2017.05.347,
10.1016/j.clinthera.2018.09.012,
10.1016/j.cliser.2016.09.002,
10.1016/j.cliser.2019.01.004,hal-02323878
10.1016/j.cliser.2019.100138,hal-02394956
10.1016/j.cllc.2015.12.007,hal-01251414
10.1016/j.cllc.2018.10.001,
10.1016/j.cllc.2018.12.012,hal-02267702
10.1016/j.clnu.2013.06.003,
10.1016/j.clnu.2014.08.011,
10.1016/j.clnu.2015.06.007,
10.1016/j.clnu.2016.01.013,
10.1016/j.clnu.2017.07.025,
10.1016/j.clnu.2018.08.015,hal-01928226
10.1016/j.clnu.2018.10.004,hal-02890869
10.1016/j.clnu.2020.09.011,
10.1016/j.cma.2017.01.012,hal-01436735
10.1016/j.cmet.2018.11.015,pasteur-02017878
10.1016/j.cmi.2015.11.018,
10.1016/j.cmi.2016.04.011,pasteur-01325747
10.1016/j.cmi.2016.10.001,hal-01808143
10.1016/j.cmi.2016.10.021,
10.1016/j.cmi.2016.12.005,
10.1016/j.cmi.2017.09.003,hal-02065554
10.1016/j.cmi.2017.09.015,
10.1016/j.cmi.2018.04.019,
10.1016/j.cmi.2019.01.014,hal-02968107
10.1016/j.cmi.2019.12.013,
10.1016/j.cmi.2020.08.022,
10.1016/j.cmi.2020.10.002,
10.1016/j.cmpb.2017.12.005,
10.1016/j.cmpb.2019.04.025,
10.1016/j.cnsns.2015.05.002,hal-01258385
10.1016/j.cnsns.2020.105372,
10.1016/j.coche.2018.03.004,
10.1016/j.cocis.2018.01.009,hal-01898368
10.1016/j.cocom.2016.09.003,
10.1016/j.coelec.2018.04.007,hal-01826392
10.1016/j.colsurfb.2013.09.053,
10.1016/j.combustflame.2015.07.033,
10.1016/j.combustflame.2017.07.031,
10.1016/j.comcom.2017.04.002,hal-01539926
10.1016/j.comnet.2015.09.032,hal-01241530
10.1016/j.comnet.2019.106957,
